prune_ratio,batch,seq_len,layer_type,time_ms,time_pct,throughput_tok_s,peak_vram_mb
5,4,4096,total,1682.8846435546875,100.0,9734.112375274588,22270.9
5,16,512,attention,245.92486333847046,30.76,10276.17185523108,18680.8
5,16,512,ffn,420.22707080841064,52.56,10276.17185523108,18680.8
5,16,512,other,133.30943059921265,16.67,10276.17185523108,18680.8
5,16,512,total,799.4613647460938,100.0,10276.17185523108,18680.8
5,16,2048,attention,1089.8001918792725,33.39,10042.03540584441,29451.0
5,16,2048,ffn,1652.3622398376465,50.63,10042.03540584441,29451.0
5,16,2048,other,521.655195236206,15.98,10042.03540584441,29451.0
5,16,2048,total,3263.817626953125,100.0,10042.03540584441,29451.0
5,16,4096,attention,2343.3912315368652,34.32,9590.94779847864,43811.2
5,16,4096,ffn,3424.601104736328,50.15,9590.94779847864,43811.2
5,16,4096,other,1060.3006324768066,15.53,9590.94779847864,43811.2
5,16,4096,total,6828.29296875,100.0,9590.94779847864,43811.2
